1	United Arab Emirates	         182.80
2	Niger	         111.60
3	Niger	         106.00
4	Uganda	         102.40
5	Chad	         102.20
6	Mali	         100.90
7	Somalia	          99.10
8	Angola	          98.70
9	Uganda	          97.50
10	Chad	          97.40
11	Zambia	          96.40
12	Mali	          95.40
13	Mozambique	          94.50
14	Timor-Leste	          94.30
15	Angola	          93.90
16	Somalia	          93.40
17	Malawi	          93.30
18	Afghanistan	          93.10
19	Gambia, The	          93.00
20	Tanzania	          92.40
21	Burkina Faso	          91.30
22	Zambia	          91.30
23	Congo, Democratic Republic of the	          91.10
24	Burundi	          89.20
25	Nigeria	          89.20
26	Gambia, The	          88.40
27	Afghanistan	          88.40
28	Mozambique	          88.10
29	Timor-Leste	          87.80
30	Qatar	          87.40
31	Malawi	          87.00
32	Burkina Faso	          86.60
33	Senegal	          86.50
34	Tanzania	          86.10
35	Congo, Democratic Republic of the	          85.60
36	Cameroon	          85.10
37	Congo, Republic of the	          85.00
38	Burundi	          84.70
39	Nigeria	          84.00
40	Liberia	          83.90
41	Ethiopia	          83.50
42	Eritrea	          83.30
43	Benin	          83.00
44	South Sudan	          82.80
45	Guinea	          82.40
46	Madagascar	          81.40
47	Sao Tome and Principe	          81.30
48	Kenya	          81.00
49	Comoros	          81.00
50	Senegal	          81.00
51	Guatemala	          80.70
52	Rwanda	          80.20
53	Togo	          80.10
54	Cote d'Ivoire	          79.70
55	Guinea-Bissau	          79.10
56	Eritrea	          79.10
57	Cameroon	          79.10
58	Sudan	          79.00
59	Congo, Republic of the	          78.70
60	Liberia	          78.40
61	Sierra Leone	          78.30
62	Benin	          77.70
63	Ethiopia	          77.20
64	Gabon	          77.00
65	Guinea	          76.70
66	Central African Republic	          76.50
67	South Sudan	          76.40
68	Solomon Islands	          76.30
69	Madagascar	          76.30
70	Kenya	          76.10
71	Comoros	          75.90
72	Rwanda	          75.80
73	Mauritania	          75.70
74	Sao Tome and Principe	          75.30
75	Tonga	          75.20
76	Togo	          75.20
77	Iraq	          74.90
78	Zimbabwe	          74.80
79	Samoa	          74.40
80	Yemen	          74.10
81	West Bank	          74.10
82	Gaza Strip	          74.10
83	Cote d'Ivoire	          74.00
84	Guinea-Bissau	          73.90
85	Sierra Leone	          73.50
86	Sudan	          73.10
87	Guatemala	          72.40
88	Ghana	          71.60
89	Equatorial Guinea	          70.80
90	Solomon Islands	          70.30
91	Mauritania	          70.10
92	Swaziland	          69.70
93	Central African Republic	          69.70
94	Iraq	          69.30
95	Yemen	          69.00
96	West Bank	          68.80
97	Gaza Strip	          68.80
98	Papua New Guinea	          68.20
99	Zimbabwe	          68.10
100	Gabon	          68.00
101	Vanuatu	          67.90
102	Lesotho	          67.10
103	Equatorial Guinea	          66.10
104	Ghana	          65.60
105	Samoa	          65.40
106	Bolivia	          65.30
107	Tonga	          64.90
108	Honduras	          64.70
109	Tajikistan	          64.30
110	Namibia	          64.20
111	Haiti	          64.20
112	Nepal	          64.00
113	Syria	          63.90
114	Swaziland	          63.70
115	Guyana	          63.50
116	Japan	          63.30
117	Micronesia, Federated States of	          63.30
118	Papua New Guinea	          63.20
119	Israel	          63.10
120	Laos	          62.60
121	Vanuatu	          61.30
122	Philippines	          60.70
123	Paraguay	          60.50
124	Djibouti	          60.50
