1	South Africa	        6,070,800
2	Nigeria	        3,426,600
3	India	        2,085,000
4	Kenya	        1,646,000
5	Mozambique	        1,554,700
6	Uganda	        1,549,200
7	Tanzania	        1,472,400
8	Zimbabwe	        1,368,100
9	United States	        1,200,000
10	Malawi	        1,129,800
11	Zambia	        1,106,400
12	Russia	         980,000
13	China	         780,000
14	Ethiopia	         758,600
15	Indonesia	         605,500
16	Cameroon	         600,500
17	Congo, Democratic Republic of the	         481,500
18	Cote d'Ivoire	         450,000
19	Thailand	         443,100
20	Lesotho	         358,700
21	Botswana	         337,700
22	Sudan	         260,000
23	Vietnam	         259,200
24	Angola	         248,800
25	Ghana	         235,800
26	Ukraine	         230,500
27	Namibia	         220,100
28	Chad	         213,100
29	Swaziland	         212,900
30	Rwanda	         206,900
31	Burma	         195,700
32	Mexico	         174,300
33	South Sudan	         153,800
34	France	         150,000
35	Colombia	         146,500
36	Haiti	         146,000
37	Italy	         140,000
38	Spain	         130,000
39	Central African Republic	         130,000
40	Togo	         128,100
41	Guinea	         118,100
42	Burkina Faso	         114,500
43	Venezuela	         107,900
44	Mali	         100,300
45	Argentina	          97,900
46	Burundi	          89,500
47	Pakistan	          86,700
48	United Kingdom	          85,000
49	Malaysia	          82,000
50	Cambodia	          76,400
51	Peru	          75,500
52	Congo, Republic of the	          74,500
53	Benin	          71,500
54	Iran	          70,900
55	Canada	          68,000
56	Germany	          67,000
57	Madagascar	          58,800
58	Guatemala	          57,800
59	Sierra Leone	          57,700
60	Ecuador	          52,300
61	Nepal	          48,700
62	Niger	          46,300
63	Dominican Republic	          45,000
64	Senegal	          42,800
65	Portugal	          42,000
66	Guinea-Bissau	          41,300
67	Gabon	          40,700
68	Chile	          38,700
69	Equatorial Guinea	          31,400
70	Somalia	          31,200
71	Morocco	          30,000
72	Uzbekistan	          29,700
73	Jamaica	          28,400
74	Poland	          27,000
75	Honduras	          25,600
76	Papua New Guinea	          24,900
77	El Salvador	          24,900
78	Belarus	          23,200
79	Netherlands	          22,000
80	Liberia	          21,800
81	Australia	          20,000
82	Yemen	          18,800
83	Moldova	          18,700
84	Algeria	          18,000
85	Switzerland	          18,000
86	Eritrea	          17,800
87	Panama	          16,700
88	Romania	          16,000
89	Bolivia	          15,900
90	Austria	          15,000
91	Philippines	          14,800
92	Gambia, The	          14,300
93	Trinidad and Tobago	          14,300
94	Belgium	          14,000
95	Uruguay	          13,200
96	Paraguay	          13,100
97	Kazakhstan	          13,000
98	Tajikistan	          11,900
99	Laos	          11,500
100	Mauritania	          10,500
101	Mauritius	          10,500
102	Azerbaijan	          10,400
103	Libya	          10,000
104	Estonia	           9,900
105	Costa Rica	           9,800
106	Nicaragua	           9,600
107	Korea, South	           9,500
108	Greece	           8,800
109	Kyrgyzstan	           8,700
110	Latvia	           8,600
111	Sweden	           8,100
112	Japan	           8,100
113	Bangladesh	           8,000
114	Djibouti	           7,700
115	Israel	           7,500
116	Guyana	           7,200
117	Bahamas, The	           7,000
118	Ireland	           6,900
119	Georgia	           6,600
120	Egypt	           6,500
121	Serbia	           6,400
122	Denmark	           5,300
123	Cuba	           4,700
124	Turkey	           4,600
125	Afghanistan	           4,300
126	Suriname	           4,000
127	Norway	           4,000
128	Bulgaria	           3,800
129	Lebanon	           3,600
130	Armenia	           3,500
131	Singapore	           3,400
132	Belize	           3,100
133	Hungary	           3,000
134	Sri Lanka	           3,000
135	Finland	           2,600
136	Hong Kong	           2,600
137	New Zealand	           2,500
138	Tunisia	           2,300
139	Czech Republic	           2,000
140	Barbados	           1,500
141	Sao Tome and Principe	           1,400
142	Lithuania	           1,200
143	Bhutan	           1,100
144	Oman	           1,100
145	Slovenia	           1,000
146	Cyprus	           1,000
147	Iceland	           1,000
148	Luxembourg	           1,000
149	Croatia	           1,000
150	Fiji	            900
151	Bosnia and Herzegovina	            900
152	Cabo Verde	            800
153	Bahrain	            600
154	Jordan	            600
155	Comoros	            500
156	Slovakia	            500
157	Iraq	            500
158	Syria	            500
159	Malta	            500
160	Mongolia	            500
161	Turkmenistan	            200
162	Qatar	            200
163	Macedonia	            200
164	Brunei	            200
165	Bermuda	            163
