1	China	    10,000,000,000
2	United States	     5,491,000,000
3	European Union	     3,978,000,000
4	Russia	     1,788,000,000
5	India	     1,726,000,000
6	Japan	     1,181,000,000
7	Germany	      814,000,000
8	Iran	      624,900,000
9	Korea, South	      611,000,000
10	Canada	      552,600,000
11	Saudi Arabia	      513,500,000
12	Brazil	      475,400,000
13	Mexico	      462,300,000
14	South Africa	      461,600,000
15	Indonesia	      426,800,000
16	Italy	      400,900,000
17	Australia	      392,300,000
18	France	      374,300,000
19	Spain	      318,600,000
20	Poland	      307,900,000
21	Ukraine	      304,400,000
22	Turkey	      296,300,000
23	Taiwan	      293,300,000
24	Thailand	      269,600,000
25	United Arab Emirates	      245,400,000
26	Singapore	      212,400,000
27	Egypt	      201,700,000
28	Kazakhstan	      195,400,000
29	Malaysia	      191,400,000
30	Argentina	      190,600,000
31	Venezuela	      182,700,000
32	United Kingdom	      178,500,000
33	Pakistan	      139,700,000
34	Iraq	      139,400,000
35	Belgium	      131,100,000
36	Algeria	      117,200,000
37	Uzbekistan	      115,900,000
38	Vietnam	      112,700,000
39	Czech Republic	      106,300,000
40	Hong Kong	       92,910,000
41	Romania	       86,190,000
42	Greece	       85,600,000
43	Kuwait	       82,370,000
44	Philippines	       81,150,000
45	Chile	       80,100,000
46	Nigeria	       75,960,000
47	Israel	       72,100,000
48	Colombia	       71,150,000
49	Austria	       67,180,000
50	Belarus	       67,160,000
51	Korea, North	       65,960,000
52	Qatar	       64,460,000
53	Syria	       63,140,000
54	Serbia	       62,000,000
55	Bangladesh	       58,810,000
56	Netherlands	       58,100,000
57	Portugal	       54,170,000
58	Finland	       54,060,000
59	Sweden	       53,150,000
60	Oman	       52,670,000
61	Bulgaria	       52,440,000
62	Trinidad and Tobago	       52,070,000
63	Turkmenistan	       51,850,000
64	Libya	       49,670,000
65	Hungary	       49,560,000
66	Denmark	       46,660,000
67	Norway	       45,870,000
68	Morocco	       43,710,000
69	Switzerland	       41,840,000
70	Peru	       37,710,000
71	New Zealand	       37,170,000
72	Ireland	       36,570,000
73	Azerbaijan	       36,520,000
74	Slovakia	       34,880,000
75	Bahrain	       29,700,000
76	Ecuador	       29,130,000
77	Puerto Rico	       28,530,000
78	Cuba	       28,410,000
79	Angola	       26,970,000
80	Yemen	       23,750,000
81	Croatia	       22,350,000
82	Bosnia and Herzegovina	       22,200,000
83	Dominican Republic	       20,640,000
84	Tunisia	       20,520,000
85	Estonia	       20,260,000
86	Slovenia	       19,510,000
87	Lebanon	       19,450,000
88	Virgin Islands	       18,590,000
89	Jordan	       18,550,000
90	Sudan	       16,450,000
91	Lithuania	       16,050,000
92	Panama	       15,900,000
93	Bolivia	       13,980,000
94	Burma	       13,670,000
95	Sri Lanka	       13,100,000
96	Kenya	       12,620,000
97	Luxembourg	       11,870,000
98	Armenia	       11,740,000
99	Guatemala	       11,710,000
100	Mongolia	       10,210,000
101	Jamaica	        9,557,000
102	Cyprus	        9,503,000
103	Ghana	        9,005,000
104	Zimbabwe	        8,875,000
105	Brunei	        8,656,000
106	Latvia	        8,475,000
107	Uruguay	        8,326,000
108	Cameroon	        8,126,000
109	Honduras	        7,975,000
110	Kyrgyzstan	        7,793,000
111	Tanzania	        7,228,000
112	Senegal	        7,088,000
113	Macedonia	        6,947,000
114	Congo, Republic of the	        6,858,000
115	Costa Rica	        6,806,000
116	El Salvador	        6,713,000
117	Ethiopia	        6,703,000
118	Cote d'Ivoire	        6,680,000
119	Afghanistan	        6,589,000
120	Moldova	        6,467,000
121	Georgia	        5,868,000
122	Equatorial Guinea	        5,232,000
123	Mauritius	        5,060,000
124	Nicaragua	        5,035,000
125	Gibraltar	        4,905,000
126	Gabon	        4,758,000
127	Bahamas, The	        4,734,000
128	Benin	        4,655,000
129	Cambodia	        4,390,000
130	Albania	        4,183,000
131	Paraguay	        3,987,000
132	Botswana	        3,843,000
133	Iceland	        3,809,000
134	Mozambique	        3,426,000
135	Papua New Guinea	        3,279,000
136	Uganda	        3,244,000
137	Namibia	        3,217,000
138	Nepal	        3,173,000
139	New Caledonia	        3,026,000
140	Congo, Democratic Republic of the	        2,721,000
141	Malta	        2,682,000
142	Tajikistan	        2,618,000
143	West Bank	        2,502,000
144	Zambia	        2,434,000
145	Suriname	        2,335,000
146	Montenegro	        2,166,000
147	Haiti	        2,103,000
148	South Sudan	        2,016,000
149	Madagascar	        1,843,000
150	Macau	        1,805,000
151	Mauritania	        1,774,000
152	Guyana	        1,673,000
153	Sierra Leone	        1,492,000
154	Burkina Faso	        1,454,000
155	Fiji	        1,445,000
156	Togo	        1,445,000
157	Barbados	        1,442,000
158	Guinea	        1,419,000
159	Laos	        1,404,000
160	Niger	        1,272,000
161	Aruba	        1,237,000
162	French Polynesia	        1,220,000
163	Djibouti	        1,150,000
164	Guam	        1,103,000
165	Seychelles	        1,088,000
166	Maldives	        1,071,000
167	Swaziland	        1,024,000
168	Malawi	         956,900
169	Rwanda	         865,100
170	Faroe Islands	         785,300
171	Bermuda	         776,900
172	Somalia	         753,400
173	Mali	         742,300
174	Antigua and Barbuda	         731,600
175	Eritrea	         625,600
176	Greenland	         611,100
177	Cayman Islands	         592,800
178	Liberia	         588,000
179	Belize	         536,300
180	Guinea-Bissau	         459,800
181	Lesotho	         445,600
182	Cabo Verde	         430,000
183	American Samoa	         426,200
184	Gambia, The	         425,600
185	Saint Lucia	         424,900
186	Bhutan	         335,700
187	Western Sahara	         316,700
188	Saint Kitts and Nevis	         302,700
189	Central African Republic	         293,900
190	Chad	         289,800
191	Grenada	         269,000
192	Timor-Leste	         211,100
193	Burundi	         204,700
194	Solomon Islands	         203,200
195	Saint Vincent and the Grenadines	         198,900
196	Nauru	         168,800
197	Turks and Caicos Islands	         155,500
198	Tonga	         154,600
199	Sao Tome and Principe	         151,600
200	Vanuatu	         149,000
201	Comoros	         148,400
202	British Virgin Islands	         147,200
203	Samoa	         146,600
204	Dominica	         141,600
205	Saint Pierre and Miquelon	          91,430
206	Montserrat	          87,860
207	Cook Islands	          75,400
208	Kiribati	          59,340
209	Falkland Islands (Islas Malvinas)	          45,740
210	Saint Helena, Ascension, and Tristan da Cunha	           9,100
211	Niue	           3,050
