1	Saudi Arabia	          21.00
2	Malaysia	          21.00
3	Singapore	          21.00
4	Solomon Islands	          21.00
5	Lebanon	          21.00
6	Tokelau	          21.00
7	Tonga	          21.00
8	Oman	          21.00
9	Samoa	          21.00
10	Nauru	          20.00
11	Taiwan	          20.00
12	Bahrain	          20.00
13	Japan	          20.00
14	Cameroon	          20.00
15	Korea, South	          19.00
16	Saint Kitts and Nevis	          18.00
17	Saint Lucia	          18.00
18	Saint Martin	          18.00
19	Saint Pierre and Miquelon	          18.00
20	Saint Vincent and the Grenadines	          18.00
21	San Marino	          18.00
22	Sao Tome and Principe	          18.00
23	Senegal	          18.00
24	Serbia	          18.00
25	Seychelles	          18.00
26	Sierra Leone	          18.00
27	Slovakia	          18.00
28	Slovenia	          18.00
29	Somalia	          18.00
30	South Africa	          18.00
31	South Sudan	          18.00
32	Spain	          18.00
33	Sri Lanka	          18.00
34	Suriname	          18.00
35	Swaziland	          18.00
36	Sweden	          18.00
37	Switzerland	          18.00
38	Syria	          18.00
39	Tajikistan	          18.00
40	Tanzania	          18.00
41	Thailand	          18.00
42	Togo	          18.00
43	Trinidad and Tobago	          18.00
44	Tunisia	          18.00
45	Turkey	          18.00
46	Turkmenistan	          18.00
47	Turks and Caicos Islands	          18.00
48	Tuvalu	          18.00
49	Uganda	          18.00
50	Ukraine	          18.00
51	United Kingdom	          18.00
52	United States	          18.00
53	Uruguay	          18.00
54	Uzbekistan	          18.00
55	Vanuatu	          18.00
56	Venezuela	          18.00
57	Vietnam	          18.00
58	Virgin Islands	          18.00
59	Wallis and Futuna	          18.00
60	Yemen	          18.00
61	Zambia	          18.00
62	Zimbabwe	          18.00
63	Jordan	          18.00
64	Kazakhstan	          18.00
65	Kenya	          18.00
66	Kiribati	          18.00
67	Kosovo	          18.00
68	Kyrgyzstan	          18.00
69	Laos	          18.00
70	Latvia	          18.00
71	Lesotho	          18.00
72	Liberia	          18.00
73	Libya	          18.00
74	Liechtenstein	          18.00
75	Lithuania	          18.00
76	Luxembourg	          18.00
77	Macau	          18.00
78	Macedonia	          18.00
79	Madagascar	          18.00
80	Malawi	          18.00
81	Maldives	          18.00
82	Mali	          18.00
83	Malta	          18.00
84	Marshall Islands	          18.00
85	Mauritania	          18.00
86	Mauritius	          18.00
87	Mexico	          18.00
88	Micronesia, Federated States of	          18.00
89	Moldova	          18.00
90	Monaco	          18.00
91	Mongolia	          18.00
92	Montenegro	          18.00
93	Montserrat	          18.00
94	Morocco	          18.00
95	Mozambique	          18.00
96	Namibia	          18.00
97	Nepal	          18.00
98	Netherlands	          18.00
99	New Caledonia	          18.00
100	New Zealand	          18.00
101	Niger	          18.00
102	Nigeria	          18.00
103	Niue	          18.00
104	Norfolk Island	          18.00
105	Northern Mariana Islands	          18.00
106	Norway	          18.00
107	Pakistan	          18.00
108	Palau	          18.00
109	Panama	          18.00
110	Papua New Guinea	          18.00
111	Paraguay	          18.00
112	Peru	          18.00
113	Philippines	          18.00
114	Pitcairn Islands	          18.00
115	Poland	          18.00
116	Portugal	          18.00
117	Guinea-Bissau	          18.00
118	Guyana	          18.00
119	Haiti	          18.00
120	Honduras	          18.00
121	Hong Kong	          18.00
122	Hungary	          18.00
123	Iceland	          18.00
124	India	          18.00
125	Iran	          18.00
126	Iraq	          18.00
127	Ireland	          18.00
128	Israel	          18.00
129	Italy	          18.00
130	Jamaica	          18.00
131	Puerto Rico	          18.00
132	Qatar	          18.00
133	Romania	          18.00
134	Russia	          18.00
135	Rwanda	          18.00
136	Afghanistan	          18.00
137	Albania	          18.00
138	Algeria	          18.00
139	American Samoa	          18.00
140	Andorra	          18.00
141	Angola	          18.00
142	Anguilla	          18.00
143	Antigua and Barbuda	          18.00
144	Armenia	          18.00
145	Aruba	          18.00
146	Australia	          18.00
147	Azerbaijan	          18.00
148	Bahamas, The	          18.00
149	Bangladesh	          18.00
150	Barbados	          18.00
151	Belarus	          18.00
152	Belgium	          18.00
153	Belize	          18.00
154	Benin	          18.00
155	Bermuda	          18.00
156	Bhutan	          18.00
157	Bolivia	          18.00
158	Bosnia and Herzegovina	          18.00
159	Botswana	          18.00
160	British Virgin Islands	          18.00
161	Bulgaria	          18.00
162	Burma	          18.00
163	Cambodia	          18.00
164	Canada	          18.00
165	Cabo Verde	          18.00
166	Cayman Islands	          18.00
167	Central African Republic	          18.00
168	Chad	          18.00
169	Chile	          18.00
170	China	          18.00
171	Christmas Island	          18.00
172	Cocos (Keeling) Islands	          18.00
173	Colombia	          18.00
174	Comoros	          18.00
175	Congo, Democratic Republic of the	          18.00
176	Congo, Republic of the	          18.00
177	Cook Islands	          18.00
178	Costa Rica	          18.00
179	Cote d'Ivoire	          18.00
180	Croatia	          18.00
181	Cyprus	          18.00
182	Czech Republic	          18.00
183	Denmark	          18.00
184	Djibouti	          18.00
185	Dominica	          18.00
186	Dominican Republic	          18.00
187	Egypt	          18.00
188	El Salvador	          18.00
189	Equatorial Guinea	          18.00
190	Eritrea	          18.00
191	Estonia	          18.00
192	Ethiopia	          18.00
193	Falkland Islands (Islas Malvinas)	          18.00
194	Faroe Islands	          18.00
195	Fiji	          18.00
196	Finland	          18.00
197	France	          18.00
198	French Polynesia	          18.00
199	Gabon	          18.00
200	Gambia, The	          18.00
201	Georgia	          18.00
202	Germany	          18.00
203	Ghana	          18.00
204	Gibraltar	          18.00
205	Greece	          18.00
206	Greenland	          18.00
207	Grenada	          18.00
208	Guam	          18.00
209	Guatemala	          18.00
210	Guinea	          18.00
211	Sudan	          17.00
212	Timor-Leste	          17.00
213	Korea, North	          17.00
214	Indonesia	          17.00
215	Guernsey	          16.00
216	Isle of Man	          16.00
217	Jersey	          16.00
218	Austria	          16.00
219	Cuba	          16.00
220	Nicaragua	          16.00
