1	Bosnia and Herzegovina	             62.8
2	Kosovo	             55.3
3	Greece	             55.3
4	Macedonia	             53.9
5	Spain	             53.2
6	South Africa	             51.5
7	Serbia	             51.1
8	Guyana	             46.1
9	Croatia	             43.1
10	Tunisia	             42.3
11	Montenegro	             41.1
12	Saint Lucia	             40.8
13	Namibia	             40.1
14	Armenia	             39.2
15	West Bank	             38.8
16	Gaza Strip	             38.8
17	Portugal	             37.6
18	Italy	             35.3
19	Lesotho	             34.4
20	Jamaica	             34.0
21	Slovakia	             34.0
22	Yemen	             33.7
23	Georgia	             33.3
24	French Polynesia	             33.2
25	Bahamas, The	             30.8
26	Dominican Republic	             29.4
27	Guam	             29.4
28	Jordan	             29.3
29	Latvia	             28.4
30	Algeria	             28.4
31	Saudi Arabia	             28.3
32	Bulgaria	             28.1
33	Hungary	             28.1
34	Cyprus	             27.8
35	Puerto Rico	             26.6
36	Poland	             26.5
37	Lithuania	             26.4
38	Barbados	             26.2
39	Dominica	             26.0
40	Ethiopia	             24.9
41	Egypt	             24.8
42	Ireland	             24.0
43	France	             23.8
44	Mauritius	             23.7
45	Sweden	             23.7
46	Zambia	             23.4
47	Aruba	             23.2
48	Iran	             23.0
49	Romania	             22.7
50	Albania	             22.5
51	Maldives	             22.2
52	Indonesia	             22.2
53	Colombia	             21.9
54	Suriname	             21.5
55	United Kingdom	             21.0
56	Estonia	             20.9
57	Slovenia	             20.6
58	Seychelles	             20.3
59	Antigua and Barbuda	             19.9
60	Belgium	             19.8
61	Belize	             19.5
62	Czech Republic	             19.5
63	Syria	             19.2
64	Luxembourg	             18.8
65	Morocco	             18.6
66	Uruguay	             18.5
67	Costa Rica	             18.4
68	Argentina	             18.3
69	New Zealand	             17.7
70	Finland	             17.7
71	Turkey	             17.5
72	Ukraine	             17.3
73	United States	             17.3
74	Sri Lanka	             17.3
75	Venezuela	             17.1
76	Lebanon	             16.8
77	Tajikistan	             16.7
78	Ghana	             16.6
79	Philippines	             16.3
80	Chile	             16.3
81	Samoa	             16.1
82	Brazil	             15.4
83	Senegal	             14.8
84	Russia	             14.8
85	Timor-Leste	             14.8
86	Kyrgyzstan	             14.6
87	Panama	             14.6
88	Canada	             14.3
89	Denmark	             14.2
90	Azerbaijan	             14.2
91	Malta	             14.2
92	Botswana	             13.6
93	Iceland	             13.6
94	Cayman Islands	             13.5
95	Moldova	             13.1
96	Belarus	             12.6
97	El Salvador	             12.4
98	Israel	             12.1
99	United Arab Emirates	             12.1
100	Mongolia	             11.9
101	Tonga	             11.9
102	Australia	             11.7
103	Kuwait	             11.3
104	Paraguay	             11.2
105	Ecuador	             11.1
106	Bermuda	             10.8
107	India	             10.7
108	Trinidad and Tobago	             10.5
109	Malaysia	             10.3
110	Netherlands	              9.5
111	Peru	              9.5
112	Faroe Islands	              9.4
113	Mexico	              9.4
114	Bangladesh	              9.3
115	Hong Kong	              9.3
116	Korea, South	              9.0
117	Norway	              8.6
118	Nicaragua	              8.6
119	Switzerland	              8.4
120	Austria	              8.3
121	Germany	              8.1
122	Honduras	              8.0
123	Japan	              7.9
124	Pakistan	              7.7
125	Zimbabwe	              7.6
126	Guatemala	              7.5
127	Bhutan	              7.2
128	Isle of Man	              7.2
129	Tanzania	              7.1
130	Monaco	              6.9
131	Singapore	              6.7
132	Bolivia	              6.2
133	Northern Mariana Islands	              5.9
134	Macau	              5.8
135	Vietnam	              5.5
136	Uganda	              5.4
137	Liberia	              5.1
138	Bahrain	              5.0
139	Kazakhstan	              3.9
140	Burkina Faso	              3.8
141	Cambodia	              3.4
142	Niger	              3.2
143	Cuba	              3.1
144	Thailand	              2.8
145	Madagascar	              2.3
146	Qatar	              1.3
147	Benin	              0.8
