1	Monaco	           7.06
2	Cuba	           6.72
3	Greece	           6.04
4	Niue	           6.00
5	San Marino	           4.88
6	Austria	           4.86
7	Russia	           4.31
8	Georgia	           4.24
9	Switzerland	           4.08
10	Spain	           3.96
11	Netherlands	           3.92
12	Andorra	           3.91
13	Australia	           3.85
14	Kazakhstan	           3.84
15	Italy	           3.80
16	Sweden	           3.80
17	Belgium	           3.78
18	Bulgaria	           3.76
19	Belarus	           3.76
20	Portugal	           3.76
21	Uruguay	           3.74
22	Czech Republic	           3.71
23	Norway	           3.70
24	Germany	           3.69
25	Moldova	           3.64
26	Lithuania	           3.64
27	Lebanon	           3.54
28	Ukraine	           3.52
29	Iceland	           3.46
30	Denmark	           3.42
31	Hungary	           3.41
32	France	           3.38
33	Azerbaijan	           3.38
34	Estonia	           3.34
35	Korea, North	           3.29
36	Malta	           3.23
37	Ireland	           3.19
38	Argentina	           3.16
39	Israel	           3.11
40	Slovakia	           3.00
41	Finland	           2.90
42	Latvia	           2.90
43	Cook Islands	           2.89
44	Armenia	           2.85
45	Egypt	           2.83
46	Bahamas, The	           2.82
47	Luxembourg	           2.78
48	United Kingdom	           2.77
49	Mongolia	           2.76
50	Qatar	           2.76
51	Cyprus	           2.75
52	New Zealand	           2.74
53	Croatia	           2.72
54	Macedonia	           2.62
55	Jordan	           2.56
56	Slovenia	           2.54
57	Uzbekistan	           2.54
58	Kyrgyzstan	           2.47
59	Turkmenistan	           2.44
60	United States	           2.42
61	Romania	           2.39
62	Japan	           2.14
63	Serbia	           2.11
64	Canada	           2.07
65	Poland	           2.07
66	Oman	           2.05
67	Montenegro	           2.03
68	Korea, South	           2.02
69	Mexico	           1.96
70	Venezuela	           1.94
71	United Arab Emirates	           1.93
72	Singapore	           1.92
73	Libya	           1.90
74	Tajikistan	           1.90
75	Dominican Republic	           1.88
76	Barbados	           1.81
77	Kuwait	           1.79
78	Brazil	           1.76
79	Turkey	           1.71
80	Bosnia and Herzegovina	           1.69
81	Ecuador	           1.69
82	Greenland	           1.67
83	El Salvador	           1.60
84	Maldives	           1.60
85	Dominica	           1.59
86	Seychelles	           1.51
87	Syria	           1.50
88	Panama	           1.50
89	Bahrain	           1.49
90	Colombia	           1.47
91	China	           1.46
92	Palau	           1.38
93	Brunei	           1.36
94	Costa Rica	           1.32
95	Vietnam	           1.22
96	Tunisia	           1.22
97	Bolivia	           1.22
98	Algeria	           1.21
99	Malaysia	           1.20
100	Trinidad and Tobago	           1.18
101	Saint Kitts and Nevis	           1.17
102	Philippines	           1.15
103	Albania	           1.11
104	Paraguay	           1.11
105	Tuvalu	           1.09
106	Mauritius	           1.06
107	Chile	           1.03
108	Saudi Arabia	           0.94
109	Guatemala	           0.93
110	Peru	           0.92
111	Suriname	           0.91
112	Iran	           0.89
113	Belize	           0.83
114	Pakistan	           0.81
115	South Africa	           0.76
116	Nauru	           0.71
117	Grenada	           0.66
118	India	           0.65
119	Morocco	           0.62
120	Iraq	           0.61
121	Tonga	           0.56
122	Saint Vincent and the Grenadines	           0.53
123	Burma	           0.50
124	Sri Lanka	           0.49
125	Sao Tome and Principe	           0.49
126	Samoa	           0.48
127	Saint Lucia	           0.47
128	Marshall Islands	           0.44
129	Fiji	           0.43
130	Jamaica	           0.41
131	Nigeria	           0.40
132	Kiribati	           0.38
133	Namibia	           0.37
134	Honduras	           0.37
135	Nicaragua	           0.37
136	Bangladesh	           0.36
137	Botswana	           0.34
138	Equatorial Guinea	           0.30
139	Thailand	           0.30
140	Cabo Verde	           0.30
141	Gabon	           0.29
142	Sudan	           0.28
143	Haiti	           0.25
144	Djibouti	           0.23
145	Cambodia	           0.23
146	Solomon Islands	           0.22
147	Guyana	           0.21
148	Nepal	           0.21
149	Indonesia	           0.20
150	Yemen	           0.20
151	Afghanistan	           0.19
152	Laos	           0.19
153	Kenya	           0.18
154	Micronesia, Federated States of	           0.18
155	Antigua and Barbuda	           0.17
156	Swaziland	           0.17
157	Angola	           0.17
158	Madagascar	           0.16
159	Comoros	           0.15
160	Cote d'Ivoire	           0.14
161	Mauritania	           0.13
162	Vanuatu	           0.12
163	Uganda	           0.12
164	Congo, Democratic Republic of the	           0.11
165	Gambia, The	           0.11
166	Timor-Leste	           0.10
167	Guinea	           0.10
168	Congo, Republic of the	           0.10
169	Ghana	           0.09
170	Mali	           0.08
171	Cameroon	           0.08
172	Bhutan	           0.07
173	Guinea-Bissau	           0.07
174	Zambia	           0.07
175	Zimbabwe	           0.06
176	Senegal	           0.06
177	Benin	           0.06
178	Rwanda	           0.06
179	Togo	           0.05
180	Lesotho	           0.05
181	Papua New Guinea	           0.05
182	Eritrea	           0.05
183	Central African Republic	           0.05
184	Burkina Faso	           0.05
185	Chad	           0.04
186	Somalia	           0.04
187	Mozambique	           0.03
188	Burundi	           0.03
189	Ethiopia	           0.03
190	Sierra Leone	           0.02
191	Niger	           0.02
192	Malawi	           0.02
193	Liberia	           0.01
194	Tanzania	           0.01
